dataset,var,class
midline,c31_disease_u7_25_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_26_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_27_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_28_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_29_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_30_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_31_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_32_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_33_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_34_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_35_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_36_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_37_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_38_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_39_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_40_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_41_2,haven_labelled/vctrs_vctr/double
midline,c31_disease_u7_42_2,haven_labelled/vctrs_vctr/double
midline,c32_opd_u7_2,haven_labelled/vctrs_vctr/double
midline,c33_hospital_u7_2,haven_labelled/vctrs_vctr/double
midline,c34_stopnormal_u7_2,numeric
midline,c35_days_u7_2,numeric
midline,c36_health_u7_2,numeric
midline,c37_nonhealth_u7_2,numeric
midline,c37b_u7_total_2,numeric
midline,c38_reimburse_u7_2,numeric
midline,c8_illyesno_u7_3,haven_labelled/vctrs_vctr/double
midline,c9_insu_u7_3,haven_labelled/vctrs_vctr/double
midline,c10_seekcare_u7_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_3,character
midline,c11_disease_u7_1_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_2_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_3_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_4_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_5_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_6_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_7_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_8_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_9_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_10_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_11_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_12_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_13_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_14_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_15_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_16_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_17_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_18_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_19_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_20_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_21_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_22_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_23_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_24_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_25_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_26_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_27_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_28_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_29_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_30_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_31_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_32_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_33_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_34_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_35_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_36_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_37_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_38_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_39_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_40_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_41_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_42_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_43_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_44_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_45_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_48_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_47_3,haven_labelled/vctrs_vctr/double
midline,c11_disease_u7_46_3,haven_labelled/vctrs_vctr/double
midline,c12_diagnose_u7_3,haven_labelled/vctrs_vctr/double
midline,c13_medication_u7_3,haven_labelled/vctrs_vctr/double
midline,c14_meditake_u7_3,haven_labelled/vctrs_vctr/double
midline,c15_format_u7_3,character
midline,c15_format_u7_1_3,haven_labelled/vctrs_vctr/double
midline,c15_format_u7_2_3,haven_labelled/vctrs_vctr/double
midline,c15_format_u7_3_3,haven_labelled/vctrs_vctr/double
midline,c19_pertime_u7_3,numeric
midline,c20_personlast_u7_3,haven_labelled/vctrs_vctr/double
midline,c21_health_u7_3,numeric
midline,c22_nonhealth_u7_3,numeric
midline,c22b_u7_total_3,numeric
midline,c24_stopnormal_u7_3,numeric
midline,c25_assist_u7_3,character
midline,c25_assist_u7_0_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_1_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_2_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_3_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_4_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_5_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_6_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_7_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_8_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_9_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_10_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_11_3,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_98_3,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_3,character
midline,c26_nonsick_u7_1_3,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_2_3,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_3_3,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_4_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_3,character
midline,c27_notconsult_u7_1_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_2_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_3_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_4_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_5_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_6_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_7_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_8_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_9_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_10_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_11_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_12_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_13_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_14_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_15_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_16_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_17_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_18_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_19_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_20_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_21_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_22_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_23_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_24_3,haven_labelled/vctrs_vctr/double
midline,c27_notconsult_u7_25_3,haven_labelled/vctrs_vctr/double
midline,c28_inpatient_u7_3,haven_labelled/vctrs_vctr/double
midline,c29_insu_u7_3,haven_labelled/vctrs_vctr/double
midline,c8_illyesno_u7_4,haven_labelled/vctrs_vctr/double
midline,c9_insu_u7_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_4,character
midline,c25_assist_u7_0_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_1_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_2_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_3_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_4_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_5_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_6_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_7_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_8_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_9_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_10_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_11_4,haven_labelled/vctrs_vctr/double
midline,c25_assist_u7_98_4,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_4,character
midline,c26_nonsick_u7_1_4,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_2_4,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_3_4,haven_labelled/vctrs_vctr/double
midline,c26_nonsick_u7_4_4,haven_labelled/vctrs_vctr/double
midline,c28_inpatient_u7_4,haven_labelled/vctrs_vctr/double
midline,c29_insu_u7_4,haven_labelled/vctrs_vctr/double
midline,d1_preg,haven_labelled/vctrs_vctr/double
midline,d2_insu_preg,haven_labelled/vctrs_vctr/double
midline,d3_week,numeric
midline,d4_anc,haven_labelled/vctrs_vctr/double
midline,d7_lastvisit,Date
midline,d8_antecare,character
midline,d8_antecare_1,haven_labelled/vctrs_vctr/double
midline,d8_antecare_2,haven_labelled/vctrs_vctr/double
midline,d8_antecare_3,haven_labelled/vctrs_vctr/double
midline,d8_antecare_4,haven_labelled/vctrs_vctr/double
midline,d8_antecare_5,haven_labelled/vctrs_vctr/double
midline,d8_antecare_6,haven_labelled/vctrs_vctr/double
midline,d8_antecare_7,haven_labelled/vctrs_vctr/double
midline,d8_antecare_8,haven_labelled/vctrs_vctr/double
midline,d8_antecare_9,haven_labelled/vctrs_vctr/double
midline,d8_antecare_10,haven_labelled/vctrs_vctr/double
midline,d8_antecare_11,haven_labelled/vctrs_vctr/double
midline,d9_admit,haven_labelled/vctrs_vctr/double
midline,d10_past_preg,haven_labelled/vctrs_vctr/double
midline,d11_year,numeric
midline,d12_place,haven_labelled/vctrs_vctr/double
midline,d13_reason,character
midline,d13_reason_1,haven_labelled/vctrs_vctr/double
midline,d13_reason_2,haven_labelled/vctrs_vctr/double
midline,d13_reason_3,haven_labelled/vctrs_vctr/double
midline,d13_reason_4,haven_labelled/vctrs_vctr/double
midline,d13_reason_5,haven_labelled/vctrs_vctr/double
midline,d13_reason_6,haven_labelled/vctrs_vctr/double
midline,d13_reason_7,haven_labelled/vctrs_vctr/double
midline,d13_reason_8,haven_labelled/vctrs_vctr/double
midline,d13_reason_9,haven_labelled/vctrs_vctr/double
midline,d13_reason_10,haven_labelled/vctrs_vctr/double
midline,d13_reason_11,haven_labelled/vctrs_vctr/double
midline,d13_reason_12,haven_labelled/vctrs_vctr/double
midline,d13_reason_13,haven_labelled/vctrs_vctr/double
midline,d13_reason_14,haven_labelled/vctrs_vctr/double
midline,d13_reason_16,haven_labelled/vctrs_vctr/double
midline,d13_reason_17,haven_labelled/vctrs_vctr/double
midline,d13_reason_18,haven_labelled/vctrs_vctr/double
midline,d13_reason_19,haven_labelled/vctrs_vctr/double
midline,d13_reason_20,haven_labelled/vctrs_vctr/double
midline,d13_reason_21,haven_labelled/vctrs_vctr/double
midline,d13_reason_22,haven_labelled/vctrs_vctr/double
midline,d13_reason_23,haven_labelled/vctrs_vctr/double
midline,d13_reason_24,haven_labelled/vctrs_vctr/double
midline,d13_reason_25,haven_labelled/vctrs_vctr/double
midline,d13_reason_26,haven_labelled/vctrs_vctr/double
midline,d13_reason_27,haven_labelled/vctrs_vctr/double
midline,d13_reason_28,haven_labelled/vctrs_vctr/double
midline,d14_time,numeric
midline,d15_admit,haven_labelled/vctrs_vctr/double
midline,e1_vaccine_1,haven_labelled/vctrs_vctr/double
midline,e2_vaccine_record_1,haven_labelled/vctrs_vctr/double
midline,e3a_birth_1,haven_labelled/vctrs_vctr/double
midline,e3b_2months_1,haven_labelled/vctrs_vctr/double
midline,e3c_4months_1,haven_labelled/vctrs_vctr/double
midline,e3c_6months_1,haven_labelled/vctrs_vctr/double
midline,e3d_9months_1,haven_labelled/vctrs_vctr/double
midline,e3e_half_1,haven_labelled/vctrs_vctr/double
midline,e1_vaccine_2,haven_labelled/vctrs_vctr/double
midline,e2_vaccine_record_2,haven_labelled/vctrs_vctr/double
midline,e3a_birth_2,haven_labelled/vctrs_vctr/double
midline,e3b_2months_2,haven_labelled/vctrs_vctr/double
midline,e3c_4months_2,haven_labelled/vctrs_vctr/double
midline,e3c_6months_2,haven_labelled/vctrs_vctr/double
midline,e3d_9months_2,haven_labelled/vctrs_vctr/double
midline,e3e_half_2,haven_labelled/vctrs_vctr/double
midline,e1_vaccine_3,haven_labelled/vctrs_vctr/double
midline,e2_vaccine_record_3,haven_labelled/vctrs_vctr/double
midline,e3a_birth_3,haven_labelled/vctrs_vctr/double
midline,e3b_2months_3,haven_labelled/vctrs_vctr/double
midline,e3c_4months_3,haven_labelled/vctrs_vctr/double
midline,e3c_6months_3,haven_labelled/vctrs_vctr/double
midline,e3d_9months_3,haven_labelled/vctrs_vctr/double
midline,e1_vaccine_4,haven_labelled/vctrs_vctr/double
midline,e2_vaccine_record_4,haven_labelled/vctrs_vctr/double
midline,e3a_birth_4,haven_labelled/vctrs_vctr/double
midline,e3b_2months_4,haven_labelled/vctrs_vctr/double
midline,e3c_4months_4,haven_labelled/vctrs_vctr/double
midline,e3c_6months_4,haven_labelled/vctrs_vctr/double
midline,e3d_9months_4,haven_labelled/vctrs_vctr/double
midline,f1_income,character
midline,f1_income_0,haven_labelled/vctrs_vctr/double
midline,f1_income_1,haven_labelled/vctrs_vctr/double
midline,f1_income_2,haven_labelled/vctrs_vctr/double
midline,f1_income_3,haven_labelled/vctrs_vctr/double
midline,f1_income_4,haven_labelled/vctrs_vctr/double
midline,f1_income_5,haven_labelled/vctrs_vctr/double
midline,f1_income_6,haven_labelled/vctrs_vctr/double
midline,f1_income_7,haven_labelled/vctrs_vctr/double
midline,f1_income_8,haven_labelled/vctrs_vctr/double
midline,f1_income_9,haven_labelled/vctrs_vctr/double
midline,f1_income_10,haven_labelled/vctrs_vctr/double
midline,f1_income_11,haven_labelled/vctrs_vctr/double
midline,f1_income_12,haven_labelled/vctrs_vctr/double
midline,f1_income_13,haven_labelled/vctrs_vctr/double
midline,f1_income_14,haven_labelled/vctrs_vctr/double
midline,f1_income_15,haven_labelled/vctrs_vctr/double
midline,f1_income_16,haven_labelled/vctrs_vctr/double
midline,f1_income_17,haven_labelled/vctrs_vctr/double
midline,f1_income_18,haven_labelled/vctrs_vctr/double
midline,f1_income_19,haven_labelled/vctrs_vctr/double
midline,f1_income_20,haven_labelled/vctrs_vctr/double
midline,f1_income_21,haven_labelled/vctrs_vctr/double
midline,f1_income_22,haven_labelled/vctrs_vctr/double
midline,f1_income_23,haven_labelled/vctrs_vctr/double
midline,f1_income_24,haven_labelled/vctrs_vctr/double
midline,f1_income_25,haven_labelled/vctrs_vctr/double
midline,f1_income_26,haven_labelled/vctrs_vctr/double
midline,f1_income_27,haven_labelled/vctrs_vctr/double
midline,f1_income_28,haven_labelled/vctrs_vctr/double
midline,f1_income_29,haven_labelled/vctrs_vctr/double
midline,f1_income_30,haven_labelled/vctrs_vctr/double
midline,f1_income_31,haven_labelled/vctrs_vctr/double
midline,f1_income_32,haven_labelled/vctrs_vctr/double
midline,f1_income_33,haven_labelled/vctrs_vctr/double
midline,f1_income_34,haven_labelled/vctrs_vctr/double
midline,f1_income_35,haven_labelled/vctrs_vctr/double
midline,f1_income_36,haven_labelled/vctrs_vctr/double
midline,f1_income_37,haven_labelled/vctrs_vctr/double
midline,f2_incomeone,haven_labelled/vctrs_vctr/double
midline,f3_icomemmk,numeric
midline,f4a_food,numeric
midline,f4b_living,numeric
midline,f4c_water,numeric
midline,f4d_cloth,numeric
midline,f4e_social,numeric
midline,f4f_edu,numeric
midline,f4g_health,numeric
midline,f4h_transport,numeric
midline,f4i_commu,numeric
midline,fj_electricity,numeric
midline,f4k_other,numeric
midline,f4k_other_oth,haven_labelled/vctrs_vctr/double
midline,h1_source,haven_labelled/vctrs_vctr/double
midline,h2_symptoms,character
midline,h2_symptoms_1,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_2,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_3,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_4,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_5,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_6,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_7,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_8,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_9,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_10,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_11,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_12,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_13,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_14,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_15,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_16,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_17,haven_labelled/vctrs_vctr/double
midline,h2_symptoms_98,numeric
midline,h3_suspected,character
midline,h3_suspected_1,haven_labelled/vctrs_vctr/double
midline,h3_suspected_2,haven_labelled/vctrs_vctr/double
midline,h3_suspected_3,haven_labelled/vctrs_vctr/double
midline,h3_suspected_4,haven_labelled/vctrs_vctr/double
midline,h3_suspected_5,haven_labelled/vctrs_vctr/double
midline,h3_suspected_6,haven_labelled/vctrs_vctr/double
midline,h3_suspected_7,haven_labelled/vctrs_vctr/double
midline,h3_suspected_8,haven_labelled/vctrs_vctr/double
midline,h3_suspected_9,haven_labelled/vctrs_vctr/double
midline,h3_suspected_10,haven_labelled/vctrs_vctr/double
midline,h3_suspected_11,haven_labelled/vctrs_vctr/double
midline,h3_suspected_97,numeric
midline,h3_suspected_98,numeric
midline,h4_protect,character
midline,h4_protect_1,haven_labelled/vctrs_vctr/double
midline,h4_protect_2,haven_labelled/vctrs_vctr/double
midline,h4_protect_3,haven_labelled/vctrs_vctr/double
midline,h4_protect_4,haven_labelled/vctrs_vctr/double
midline,h4_protect_5,haven_labelled/vctrs_vctr/double
midline,h4_protect_6,haven_labelled/vctrs_vctr/double
midline,h4_protect_7,haven_labelled/vctrs_vctr/double
midline,h4_protect_8,haven_labelled/vctrs_vctr/double
midline,h4_protect_9,haven_labelled/vctrs_vctr/double
midline,h4_protect_10,haven_labelled/vctrs_vctr/double
midline,h4_protect_11,haven_labelled/vctrs_vctr/double
midline,h4_protect_12,haven_labelled/vctrs_vctr/double
midline,h4_protect_13,haven_labelled/vctrs_vctr/double
midline,h4_protect_14,haven_labelled/vctrs_vctr/double
midline,h4_protect_15,haven_labelled/vctrs_vctr/double
midline,h4_protect_16,haven_labelled/vctrs_vctr/double
midline,h4_protect_17,haven_labelled/vctrs_vctr/double
midline,h4_protect_18,haven_labelled/vctrs_vctr/double
midline,h4_protect_19,haven_labelled/vctrs_vctr/double
midline,h4_protect_20,haven_labelled/vctrs_vctr/double
midline,h4_protect_21,haven_labelled/vctrs_vctr/double
midline,h4_protect_22,haven_labelled/vctrs_vctr/double
midline,h4_protect_98,numeric
midline,h5_emergency,character
midline,h5_emergency_1,haven_labelled/vctrs_vctr/double
midline,h5_emergency_2,haven_labelled/vctrs_vctr/double
midline,h5_emergency_3,haven_labelled/vctrs_vctr/double
midline,h5_emergency_4,haven_labelled/vctrs_vctr/double
midline,h5_emergency_5,haven_labelled/vctrs_vctr/double
midline,h5_emergency_6,haven_labelled/vctrs_vctr/double
midline,h5_emergency_7,haven_labelled/vctrs_vctr/double
midline,h5_emergency_8,haven_labelled/vctrs_vctr/double
midline,h5_emergency_9,haven_labelled/vctrs_vctr/double
midline,h5_emergency_10,haven_labelled/vctrs_vctr/double
midline,h5_emergency_11,haven_labelled/vctrs_vctr/double
midline,h5_emergency_12,haven_labelled/vctrs_vctr/double
