wave,name,label,type,n_missing,pct_missing,n_unique,examples
midline,c19_pertime_u7_1,C19.Times in-person consultation visits in the last 30 days [Child (1)],numeric,390,73,6,1 | 3 | 2 | 4 | 6
midline,c20_personlast_u7_1,C20.Place of in person visist for the most recent visit in the last 30 days [Chi,haven_labelled,390,73,9,8 | 15 | 7 | 4 | 2
midline,c21_health_u7_1,C21. Money spent on direct health care costs for the most recent visit [Child (1,numeric,384,71.9,38,5000 | 11000 | 10000 | 4000 | 0
midline,c22_nonhealth_u7_1,C22.Money was spent on indirect healthcare costs for the most recent visit [Chil,numeric,383,71.7,19,3000 | 2000 | 8000 | 4000 | 1000
midline,c22b_u7_total_1,C22b.Total health care cost for primary care visits [Child (1)],numeric,383,71.7,54,8000 | 14000 | 13000 | 6000 | 9000
midline,c23_reimburse_u7_1,C23.Amount of money [MMK] reimbursed from main health insurance [Child (1)],numeric,515,96.4,8,42800 | 10000 | 6000 | 3900 | 3600
midline,c24_stopnormal_u7_1,C24.Number Days stoped normal activities because of the illness [Child (1)],numeric,224,41.9,12,1 | 0 | 2 | 3 | 5
midline,c25_assist_u7_1,C25.Gov/NGO/INGO assistance for [Child (1)],character,0,0,15,0 | 7 9 | 7 | 8 | 
midline,c25_assist_u7_0_1,C25_0.[None] is the orgainzation where the assistance is received currently.,haven_labelled,15,2.8,2,1 | 0
midline,c25_assist_u7_1_1,C25_1.[Save the children] is the orgainzation where the assistance is received c,haven_labelled,15,2.8,2,0 | 1
midline,c25_assist_u7_2_1,C25_2.[LIFT] is the orgainzation where the assistance is received currently.,haven_labelled,15,2.8,1,0
midline,c25_assist_u7_3_1,C25_3.[MCCT] is the orgainzation where the assistance is received currently.,haven_labelled,15,2.8,2,0 | 1
midline,c25_assist_u7_4_1,C25_4.[UNICEF] is the orgainzation where the assistance is received currently.,haven_labelled,15,2.8,2,0 | 1
midline,c25_assist_u7_5_1,C25_5.[World Food Program (WFP)] is the orgainzation where the assistance is rec,haven_labelled,15,2.8,2,0 | 1
midline,c25_assist_u7_6_1,C25_6.[Local charity organizations] is the orgainzation where the assistance is,haven_labelled,15,2.8,2,0 | 1
midline,c25_assist_u7_7_1,C25_7.[TdH] is the orgainzation where the assistance is received currently.,haven_labelled,15,2.8,2,0 | 1
midline,c25_assist_u7_8_1,C25_8.[Myat Wynn Lay Myar group] is the orgainzation where the assistance is rec,haven_labelled,15,2.8,2,0 | 1
midline,c25_assist_u7_9_1,C25_9.[Bright Start Program] is the orgainzation where the assistance is receive,haven_labelled,15,2.8,2,0 | 1
midline,c25_assist_u7_10_1,C25_10.[PACT Myanmar] is the orgainzation where the assistance is received curre,haven_labelled,15,2.8,1,0
midline,c25_assist_u7_11_1,C25_11.[ICRC] is the orgainzation where the assistance is received currently.,haven_labelled,15,2.8,2,0 | 1
midline,c25_assist_u7_98_1,C25_98.Don't know the orgainzation where the assistance is received currently.,haven_labelled,15,2.8,2,0 | 1
midline,c26_nonsick_u7_1,C26.The reasons of visit/interact with health care providers although [Child (1),character,0,0,4, | 4 | 1 | 3
midline,c26_nonsick_u7_1_1,C26_1.[Under five visit with vaccination] is the reason that Under 6 children vi,haven_labelled,325,60.9,2,0 | 1
midline,c26_nonsick_u7_2_1,C26_2.[Under five visit without vaccination] is the reason that Under 6 children,haven_labelled,325,60.9,1,0
midline,c26_nonsick_u7_3_1,C26_3.[General check-up] is the reason that Under 6 children visit/interact with,haven_labelled,325,60.9,2,0 | 1
midline,c26_nonsick_u7_4_1,C26_4.[Didn't go to heath care facillity or consult with health care provider] i,haven_labelled,325,60.9,2,1 | 0
midline,c27_notconsult_u7_1,C27.The reasons that the [Child (1)] didn't seek health care although sick/injur,character,0,0,17, | 1 | 1 2 | 2 | 3
midline,c27_notconsult_u7_1_1,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,376,70.4,2,1 | 0
midline,c27_notconsult_u7_2_1,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_3_1,C27_3.[No money for treatment] was the reason that do not visit/interact with he,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_4_1,C27_4.[Too far] was the reason that do not visit/interact with health care provi,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_5_1,C27_5.[Poor services] was the reason that do not visit/interact with health care,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_6_1,C27_6.[Not safe] was the reason that do not visit/interact with health care prov,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_7_1,C27_7.[Do not know can be fixed] was the reason that do not visit/interact with,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_8_1,C27_8.[Do not know where to go] was the reason that do not visit/interact with h,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_9_1,C27_9.[Too expensive] was the reason that do not visit/interact with health care,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_10_1,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_11_1,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_12_1,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_13_1,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_14_1,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_15_1,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_16_1,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_17_1,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_18_1,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_19_1,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_20_1,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_21_1,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_22_1,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_23_1,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,376,70.4,1,0
midline,c27_notconsult_u7_24_1,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,376,70.4,2,0 | 1
midline,c27_notconsult_u7_25_1,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,376,70.4,2,0 | 1
midline,c28_inpatient_u7_1,C28.Hospitalization during 12 months [Child (1)],haven_labelled,15,2.8,2,0 | 1
midline,c29_insu_u7_1,C29.Main (government or private) health insurance covering inpatient care[Child,haven_labelled,15,2.8,3,0 | 5 | 98
midline,c30_episode_u7_1,C30.Episodes of hospitalization in the last 12 months [Child (1)],numeric,532,99.6,1,1
midline,c31_disease_u7_1,C31.Reasons for hospitalization for the most recent episode [Child (1)],character,0,0,3, | 2 | 25
midline,c31_disease_u7_1_1,C31_1.[Malaria/ fever] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_2_1,C31_2.[Diseases of Respiratory including pneumonia] was the reason for hospitali,haven_labelled,532,99.6,2,1 | 0
midline,c31_disease_u7_3_1,C31_3.[TB] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_4_1,C31_4.[Kidney disease] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_5_1,C31_5.[Liver disease] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_6_1,C31_6.[Cardiovascular disease] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_7_1,C31_7.[Haematological disorders] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_8_1,C31_8.[Eye infections] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_9_1,C31_9.[HIV/AIDS] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_10_1,C31_10.[Diabetes] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_11_1,C31_11.[Hypertension] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_12_1,C31_12.[Diarrhea] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_13_1,C31_13.[Intestinal worms] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_14_1,C31_14.[STD (Syphilis etc)] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_15_1,C31_15.[Accidents and injuries] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_16_1,C31_16.[Gender Based Violence related injuries] was the reason for hospitalizati,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_17_1,C31_17.[Cancer] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_18_1,C31_18.[Childbirth (Normal Delivery)] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_19_1,C31_19.[Childbirth (Caesarean) ] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_20_1,C31_20.[Treatment/ surgery for reproductive health related cancers etc.] was the,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_21_1,C31_21.[Post-natal care/ delivery complications] was the reason for hospitalizat,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_22_1,C31_22.[Abortion] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_23_1,C31_23.[Covid-19] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_24_1,C31_24.[Surgery for Appendicitis] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_25_1,"C31_25.[Skin diseases (e.g., boils, lesions, etc.)] was the reason for hospitali",haven_labelled,532,99.6,2,0 | 1
midline,c31_disease_u7_26_1,C31_26.[Gastritics] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_27_1,C31_27.[Abnormal pregnancy/pregnancy complications/malpresentation] was the reas,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_28_1,C31_28.[Dengue Haemorrhagic Fever] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_29_1,C31_29.[Surgery for hydrocephalus] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_30_1,C31_30.[Surgery for hernia] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_31_1,C31_31.[Melena] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_32_1,C31_32.[Intussusception] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_33_1,C31_33.[Epilepsy/seizure] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_34_1,C31_34.[Fever] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_35_1,C31_35.[Drug poison/food poison] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_36_1,"C31_36.[Signs of labours (pain, rupture of membrane)] was the reason for hospita",haven_labelled,532,99.6,1,0
midline,c31_disease_u7_37_1,C31_37.[Jaundice] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_38_1,C31_38.[Meningitis] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_39_1,C31_39.[Constipation] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_40_1,C31_40.[Low Birth weight] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_41_1,C31_41.[The newborn could not be fed.] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c31_disease_u7_42_1,C31_42.[Cleft palate surgery] was the reason for hospitalization..,haven_labelled,532,99.6,1,0
midline,c32_opd_u7_1,C32.Seeking outpatient/primary care before hospitalization [Child (1)],haven_labelled,532,99.6,2,0 | 1
midline,c33_hospital_u7_1,C33.Place of hospitalization for the most recent episode [Child (1)],haven_labelled,532,99.6,1,3
midline,c34_stopnormal_u7_1,C34.Number of days stopped for normal activities because of the hospitalization,numeric,532,99.6,2,20 | 3
midline,c35_days_u7_1,C35.Days spent in the hospital for the most recent hospitalization [Child (1)],numeric,532,99.6,2,20 | 1
midline,c36_health_u7_1,C36.Amount of money[MMK] spent on direct health care costs for most recent hospi,numeric,533,99.8,1,130000
midline,c37_nonhealth_u7_1,C37.Amount of money[MMK] spent on indirect health care costs for most recent hos,numeric,532,99.6,1,40000
midline,c37b_u7_total_1,C37.Total health care costs for inpatient care[Child (1)],numeric,532,99.6,2,170000 | 40000
midline,c8_illyesno_u7_2,"C8.llness, injury, or health complaints in the last 30 days [Child (2)]",haven_labelled,384,71.9,2,1 | 0
midline,c9_insu_u7_2,C9.Main (government or private) health insurance covering outpatient care for si,haven_labelled,384,71.9,5,0 | 5 | 1 | 4 | 98
midline,c10_seekcare_u7_2,C10.Consulting/visiting/interacting with health care providers during the past 3,haven_labelled,460,86.1,2,1 | 0
midline,c11_disease_u7_2,C11.Disease diagnosed for the most recent interaction in the past 30 days [Child,character,0,0,17,9 10 11 |  | 3 | 30 | 3 8 10
midline,c11_disease_u7_1_2,C11_1.[Diarrhea ] was disease diagnosed by doctor/health care provider for the r,haven_labelled,499,93.4,2,0 | 1
midline,c11_disease_u7_2_2,C11_2.[Dengue Hemorrhagic Fever] was disease diagnosed by doctor/health care pro,haven_labelled,499,93.4,1,0
midline,c11_disease_u7_3_2,C11_3.[Fever] was disease diagnosed by doctor/health care provider for the recen,haven_labelled,499,93.4,2,0 | 1
midline,c11_disease_u7_4_2,C11_4.[Malaria] was disease diagnosed by doctor/health care provider for the rec,haven_labelled,499,93.4,1,0
midline,c11_disease_u7_5_2,C11_5.[Typhoid] was disease diagnosed by doctor/health care provider for the rec,haven_labelled,499,93.4,1,0
midline,c11_disease_u7_6_2,C11_6.[Kidney disease] was disease diagnosed by doctor/health care provider for,haven_labelled,499,93.4,1,0
midline,c11_disease_u7_7_2,"C11_7.[Skin diseases (e.g., boils, lesions, etc.)] was disease diagnosed by doct",haven_labelled,499,93.4,2,0 | 1
midline,c11_disease_u7_8_2,C11_8.[Cough] was disease diagnosed by doctor/health care provider for the recen,haven_labelled,499,93.4,2,0 | 1
midline,c11_disease_u7_9_2,C11_9.[Nasal congestion] was disease diagnosed by doctor/health care provider fo,haven_labelled,499,93.4,2,1 | 0
midline,c11_disease_u7_10_2,C11_10.[Running nose] was disease diagnosed by doctor/health care provider for t,haven_labelled,499,93.4,2,1 | 0
midline,c11_disease_u7_11_2,C11_11.[Influenza] was disease diagnosed by doctor/health care provider for the,haven_labelled,499,93.4,2,1 | 0
midline,c11_disease_u7_12_2,C11_12.[Abdominal pain] was disease diagnosed by doctor/health care provider for,haven_labelled,499,93.4,1,0
midline,c11_disease_u7_13_2,C11_13.[Covid 19] was disease diagnosed by doctor/health care provider for the r,haven_labelled,499,93.4,1,0
